Operator,Indoor_Outdoor_Travelling,Network Type,Rating,Call Drop Category,Latitude,Longitude,State Name
Airtel,Indoor,Unknown,2,Poor Voice Quality,26.9041362,75.83593762,Rajasthan
Airtel,Indoor,Unknown,2,Poor Voice Quality,26.92479789,75.69617722,Rajasthan
Idea,Outdoor,Unknown,4,Satisfactory,-1,-1,NA
Airtel,Indoor,Unknown,2,Poor Voice Quality,26.92479789,75.69617722,Rajasthan
Airtel,Indoor,Unknown,2,Poor Voice Quality,26.90441718,75.83609209,Rajasthan
Airtel,Indoor,Unknown,2,Poor Voice Quality,26.90441718,75.83609209,Rajasthan
Airtel,Indoor,Unknown,2,Poor Voice Quality,26.90502329,75.70063657,Rajasthan
Airtel,Indoor,Unknown,2,Poor Voice Quality,26.85471153,75.76671712,Rajasthan
Airtel,Indoor,Unknown,2,Poor Voice Quality,26.8546364,75.7666951,Rajasthan
Airtel,Indoor,Unknown,2,Poor Voice Quality,26.90426678,75.8358535,Rajasthan
Airtel,Indoor,Unknown,2,Poor Voice Quality,26.90426678,75.8358535,Rajasthan
BSNL,Indoor,3G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,29.6813953,77.0107199,Haryana
RJio,Indoor,4G,4,Satisfactory,13.09333732,77.55092199,Karnataka
Vodafone,Indoor,4G,3,Satisfactory,15.57912369,73.79374187,Goa
Vodafone,Outdoor,4G,3,Satisfactory,15.67077688,73.83875339,Goa
Vodafone,Outdoor,4G,3,Satisfactory,-1,-1,NA
Vodafone,Outdoor,4G,4,Satisfactory,21.92000008,82.77999878,Chhattisgarh
Vodafone,Outdoor,3G,4,Satisfactory,15.561697,73.749094,Goa
Vodafone,Outdoor,3G,3,Satisfactory,15.57921814,73.79377737,Goa
Vodafone,Outdoor,4G,3,Satisfactory,15.57905211,73.79758998,Goa
RJio,Outdoor,4G,4,Satisfactory,-1,-1,NA
Vodafone,Indoor,4G,5,Satisfactory,28.5357479,77.3442828,Uttar Pradesh
Idea,Outdoor,4G,5,Satisfactory,17.3848921,78.47669899,Telangana
RJio,Indoor,4G,5,Satisfactory,17.4244186,78.3475613,Telangana
Airtel,Indoor,Unknown,2,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,4G,3,Poor Voice Quality,28.5357479,77.3442828,Uttar Pradesh
Airtel,Indoor,Unknown,5,Satisfactory,28.645737,77.1629992,NCT
RJio,Indoor,4G,5,Satisfactory,17.3818862,78.4784389,Telangana
Idea,Indoor,4G,4,Satisfactory,19.15245151,72.99293923,Maharashtra
BSNL,Indoor,2G,1,Poor Voice Quality,19.19746094,72.79766011,Maharashtra
Vodafone,Indoor,2G,4,Satisfactory,28.69393004,77.13601663,NCT
Idea,Indoor,4G,2,Poor Voice Quality,15.5829135,73.7924617,Goa
Vodafone,Indoor,4G,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,17.3818862,78.4784389,Telangana
RJio,Indoor,4G,5,Satisfactory,28.5326378,77.2172523,NCT
RJio,Indoor,4G,5,Satisfactory,13.0419495,77.6121252,Karnataka
RJio,Indoor,4G,5,Satisfactory,13.0419495,77.6121252,Karnataka
RJio,Indoor,4G,5,Satisfactory,13.0419496,77.6121189,Karnataka
RJio,Indoor,4G,5,Satisfactory,13.0419522,77.6118965,Karnataka
RJio,Indoor,4G,5,Satisfactory,13.0420333,77.6121139,Karnataka
Airtel,Travelling,3G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,17.3818862,78.4784389,Telangana
Vodafone,Indoor,4G,5,Satisfactory,19.3197813,84.7973073,Odisha
RJio,Indoor,4G,4,Satisfactory,13.09333732,77.55092199,Karnataka
Airtel,Indoor,4G,4,Satisfactory,28.6389399,77.0235214,NCT
RJio,Indoor,4G,5,Satisfactory,17.3818862,78.4784389,Telangana
RJio,Indoor,4G,3,Poor Voice Quality,-1,-1,NA
RJio,Travelling,4G,4,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,20.8418752,85.22162105,Odisha
Vodafone,Indoor,4G,5,Satisfactory,19.20697842,73.00221091,Maharashtra
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,4,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,4,Satisfactory,-1,-1,NA
Airtel,Indoor,Unknown,4,Satisfactory,15.4957728,80.0516308,Andhra Pradesh
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,17.3818862,78.4784389,Telangana
Airtel,Outdoor,4G,1,Call Dropped,-1,-1,NA
Airtel,Outdoor,4G,1,Call Dropped,-1,-1,NA
Airtel,Outdoor,4G,2,Poor Voice Quality,-1,-1,NA
Airtel,Outdoor,4G,1,Call Dropped,-1,-1,NA
Airtel,Outdoor,4G,2,Poor Voice Quality,-1,-1,NA
Airtel,Outdoor,4G,3,Poor Voice Quality,-1,-1,NA
Airtel,Travelling,3G,3,Satisfactory,-1,-1,NA
Airtel,Travelling,3G,3,Poor Voice Quality,21.37203288,72.95847633,Gujarat
RJio,Outdoor,4G,4,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,4,Satisfactory,-1,-1,NA
Vodafone,Travelling,4G,5,Satisfactory,28.50414076,77.17663835,NCT
Airtel,Travelling,Unknown,5,Satisfactory,17.48126977,78.36084571,Telangana
BSNL,Indoor,4G,5,Satisfactory,11.3658219,77.7486536,Tamil Nadu
Idea,Outdoor,Unknown,4,Satisfactory,-1,-1,NA
Airtel,Indoor,3G,1,Call Dropped,12.89832437,77.61732578,Karnataka
RJio,Indoor,4G,5,Satisfactory,22.5181453,88.3619502,West Bengal
RJio,Indoor,4G,5,Satisfactory,22.5203607,88.3451474,West Bengal
Airtel,Indoor,3G,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,22.5873838,88.4217262,West Bengal
Vodafone,Indoor,3G,4,Satisfactory,14.4545193,75.9043144,Karnataka
Vodafone,Indoor,4G,4,Satisfactory,23.81128,87.803615,West Bengal
Vodafone,Indoor,3G,4,Satisfactory,23.81128,87.803615,West Bengal
Vodafone,Indoor,4G,4,Satisfactory,23.81128,87.803615,West Bengal
Vodafone,Indoor,3G,4,Satisfactory,23.81128,87.803615,West Bengal
Vodafone,Indoor,3G,4,Satisfactory,23.81128,87.803615,West Bengal
Vodafone,Indoor,3G,4,Satisfactory,23.81128,87.803615,West Bengal
Vodafone,Indoor,3G,4,Satisfactory,23.81128,87.803615,West Bengal
RJio,Indoor,4G,5,Satisfactory,17.3818862,78.4784389,Telangana
Idea,Outdoor,Unknown,4,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,12.89832437,77.61732578,Karnataka
BSNL,Indoor,Unknown,5,Satisfactory,23.20349748,80.00585891,Madhya Pradesh
Airtel,Indoor,3G,3,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,2,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,2,Poor Voice Quality,15.18335833,74.012715,Goa
Airtel,Indoor,4G,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,3,Satisfactory,15.18335833,74.012715,Goa
Idea,Travelling,4G,5,Satisfactory,17.3848921,78.47669899,Telangana
Airtel,Indoor,2G,4,Satisfactory,19.0445978,72.8407593,Maharashtra
Airtel,Indoor,2G,4,Satisfactory,19.0445961,72.840766,Maharashtra
RJio,Indoor,4G,5,Satisfactory,30.82706833,76.93161667,Himachal Pradesh
Airtel,Outdoor,3G,4,Satisfactory,12.93774579,77.62529501,Karnataka
RJio,Indoor,4G,3,Satisfactory,15.18335833,74.012715,Goa
BSNL,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,3G,4,Satisfactory,28.6346182,77.2269655,NCT
Vodafone,Indoor,3G,3,Satisfactory,28.634805,77.2269901,NCT
Airtel,Indoor,4G,5,Satisfactory,26.13470667,87.86339167,West Bengal
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
Vodafone,Outdoor,4G,4,Satisfactory,19.20697842,73.00221091,Maharashtra
RJio,Indoor,Unknown,2,Poor Voice Quality,22.46563471,70.08311559,Gujarat
RJio,Indoor,Unknown,2,Poor Voice Quality,22.46563471,70.08311559,Gujarat
RJio,Indoor,Unknown,2,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,Unknown,3,Satisfactory,22.47896373,70.10808049,Gujarat
RJio,Outdoor,Unknown,3,Satisfactory,22.47896373,70.10808049,Gujarat
BSNL,Outdoor,Unknown,2,Poor Voice Quality,22.47104999,70.07099621,Gujarat
BSNL,Indoor,Unknown,3,Satisfactory,22.4761295,70.06617146,Gujarat
RJio,Indoor,Unknown,2,Poor Voice Quality,22.4761295,70.06617146,Gujarat
RJio,Indoor,Unknown,2,Poor Voice Quality,22.4761295,70.06617146,Gujarat
RJio,Indoor,Unknown,1,Poor Voice Quality,22.4761295,70.06617146,Gujarat
RJio,Indoor,Unknown,2,Poor Voice Quality,22.4761295,70.06617146,Gujarat
BSNL,Indoor,Unknown,2,Poor Voice Quality,22.4761295,70.06617146,Gujarat
BSNL,Indoor,Unknown,1,Call Dropped,22.45813654,70.08611877,Gujarat
BSNL,Indoor,Unknown,2,Poor Voice Quality,22.45813654,70.08611877,Gujarat
BSNL,Indoor,Unknown,2,Poor Voice Quality,22.45813654,70.08611877,Gujarat
RJio,Indoor,Unknown,2,Poor Voice Quality,22.47434745,70.0676987,Gujarat
BSNL,Indoor,Unknown,2,Poor Voice Quality,22.47434745,70.0676987,Gujarat
BSNL,Indoor,Unknown,2,Poor Voice Quality,22.4654035,70.0827978,Gujarat
RJio,Outdoor,Unknown,3,Satisfactory,22.47441395,70.08207779,Gujarat
BSNL,Indoor,Unknown,2,Poor Voice Quality,22.52550677,70.0437099,Gujarat
RJio,Indoor,Unknown,3,Satisfactory,22.4653007,70.0827234,Gujarat
RJio,Indoor,Unknown,3,Satisfactory,22.4664213,70.0806281,Gujarat
BSNL,Indoor,Unknown,2,Poor Voice Quality,22.4609687,70.0831482,Gujarat
RJio,Indoor,Unknown,2,Poor Voice Quality,22.46718485,70.07818488,Gujarat
RJio,Outdoor,Unknown,3,Satisfactory,22.46718485,70.07818488,Gujarat
RJio,Indoor,Unknown,2,Poor Voice Quality,22.46718485,70.07818488,Gujarat
BSNL,Indoor,Unknown,3,Satisfactory,22.47370357,70.07147338,Gujarat
BSNL,Outdoor,Unknown,3,Satisfactory,22.47370357,70.07147338,Gujarat
BSNL,Indoor,Unknown,3,Satisfactory,22.47370357,70.07147338,Gujarat
BSNL,Outdoor,Unknown,3,Satisfactory,22.4708309,70.0732163,Gujarat
RJio,Outdoor,Unknown,3,Satisfactory,22.4703161,70.0804395,Gujarat
RJio,Travelling,Unknown,3,Satisfactory,22.47441689,70.08212243,Gujarat
RJio,Outdoor,Unknown,3,Satisfactory,22.47441689,70.08212243,Gujarat
BSNL,Indoor,Unknown,3,Satisfactory,22.47441689,70.08212243,Gujarat
RJio,Indoor,Unknown,3,Satisfactory,-1,-1,NA
RJio,Indoor,4G,2,Poor Voice Quality,22.47768211,70.10443063,Gujarat
RJio,Indoor,4G,3,Satisfactory,22.4711828,70.07771853,Gujarat
Airtel,Outdoor,2G,4,Satisfactory,17.5230859,78.51107167,Telangana
BSNL,Indoor,2G,1,Poor Voice Quality,19.19746094,72.79766011,Maharashtra
BSNL,Outdoor,2G,5,Satisfactory,23.34578685,71.76317331,Gujarat
BSNL,Indoor,Unknown,5,Satisfactory,-1,-1,NA
BSNL,Indoor,2G,2,Poor Voice Quality,19.19746094,72.79766011,Maharashtra
BSNL,Indoor,2G,1,Poor Voice Quality,19.19746094,72.79766011,Maharashtra
Vodafone,Indoor,4G,5,Satisfactory,28.5357479,77.3442828,Uttar Pradesh
Vodafone,Indoor,4G,5,Satisfactory,19.20697842,73.00221091,Maharashtra
BSNL,Indoor,Unknown,3,Call Dropped,-1,-1,NA
Airtel,Indoor,4G,4,Satisfactory,-1,-1,NA
Vodafone,Indoor,4G,5,Satisfactory,28.5374554,77.3426731,Uttar Pradesh
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
BSNL,Indoor,3G,4,Satisfactory,23.27892718,71.91700357,Gujarat
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
Vodafone,Indoor,3G,4,Satisfactory,24.10994404,88.25649178,West Bengal
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,30.36046177,76.85743589,Haryana
Vodafone,Indoor,3G,4,Satisfactory,19.26447935,73.08713344,Maharashtra
Idea,Outdoor,4G,5,Satisfactory,17.3848921,78.47669899,Telangana
RJio,Outdoor,4G,1,Poor Voice Quality,21.13876667,79.077775,Maharashtra
BSNL,Indoor,2G,2,Poor Voice Quality,22.4563442,88.3084204,West Bengal
BSNL,Indoor,3G,4,Satisfactory,22.4563442,88.3084204,West Bengal
Airtel,Indoor,4G,4,Satisfactory,12.92396952,80.10555049,Tamil Nadu
RJio,Indoor,4G,3,Satisfactory,22.4711828,70.07771853,Gujarat
RJio,Outdoor,4G,5,Satisfactory,17.2542214,82.5378659,Andhra Pradesh
Airtel,Indoor,4G,4,Satisfactory,12.92373419,80.10525709,Tamil Nadu
Airtel,Indoor,Unknown,5,Satisfactory,-1,-1,NA
RJio,Travelling,4G,5,Satisfactory,26.85545936,89.3754417,West Bengal
RJio,Travelling,4G,5,Satisfactory,26.8553134,89.3756362,West Bengal
Vodafone,Travelling,Unknown,5,Satisfactory,-1,-1,NA
Vodafone,Travelling,Unknown,5,Satisfactory,26.85524576,89.37546442,West Bengal
Vodafone,Travelling,Unknown,5,Satisfactory,26.85524576,89.37546442,West Bengal
Airtel,Indoor,Unknown,5,Satisfactory,28.57998081,76.9896969,Haryana
RJio,Indoor,4G,3,Satisfactory,22.24730456,84.81213574,Odisha
RJio,Outdoor,4G,4,Satisfactory,28.5272531,77.4011609,Uttar Pradesh
RJio,Outdoor,4G,4,Satisfactory,28.5288683,77.3999356,Uttar Pradesh
Airtel,Indoor,3G,4,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,4,Satisfactory,28.5289028,77.3999765,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.5288032,77.3999815,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.5288683,77.3999351,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.5289028,77.3999765,Uttar Pradesh
Airtel,Travelling,3G,4,Satisfactory,12.93774579,77.62529501,Karnataka
RJio,Outdoor,4G,4,Satisfactory,28.5288708,77.399922,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.5288818,77.3999421,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.52903667,77.39976167,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.52903667,77.39976167,Uttar Pradesh
Airtel,Indoor,3G,5,Satisfactory,30.64604333,76.68720333,Punjab
RJio,Indoor,4G,4,Satisfactory,28.52903667,77.39976167,Uttar Pradesh
RJio,Outdoor,4G,5,Satisfactory,17.2542214,82.5378659,Andhra Pradesh
RJio,Indoor,4G,4,Satisfactory,28.52903667,77.39976167,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,25.1512801,73.12511072,Rajasthan
RJio,Indoor,4G,4,Satisfactory,25.15129093,73.12509132,Rajasthan
RJio,Indoor,4G,4,Satisfactory,28.52903667,77.39976167,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.52903667,77.39976167,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.52903667,77.39976167,Uttar Pradesh
RJio,Outdoor,4G,4,Satisfactory,18.73112072,73.66133224,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,4,Satisfactory,-1,-1,NA
RJio,Outdoor,Unknown,4,Satisfactory,-1,-1,NA
Airtel,Travelling,3G,2,Poor Voice Quality,21.37396876,72.95776036,Gujarat
Airtel,Travelling,3G,1,Call Dropped,21.37396876,72.95776036,Gujarat
RJio,Indoor,4G,4,Satisfactory,25.15127774,73.12505348,Rajasthan
RJio,Indoor,4G,1,Call Dropped,22.6984084,75.9235347,Madhya Pradesh
Airtel,Indoor,Unknown,5,Satisfactory,25.43964572,81.8345407,Uttar Pradesh
Vodafone,Indoor,3G,4,Satisfactory,24.10995536,88.25647275,West Bengal
RJio,Indoor,4G,5,Satisfactory,20.2963132,85.8425592,Odisha
Idea,Indoor,Unknown,3,Satisfactory,12.93056346,77.58640805,Karnataka
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
Vodafone,Outdoor,3G,2,Poor Voice Quality,-1,-1,NA
RJio,Travelling,4G,5,Satisfactory,17.0577772,74.2694028,Maharashtra
RJio,Travelling,4G,5,Satisfactory,28.64811621,77.16426034,NCT
Airtel,Indoor,3G,4,Satisfactory,28.5083424,77.0832625,Haryana
Idea,Indoor,4G,4,Satisfactory,19.15245151,72.99293923,Maharashtra
Airtel,Indoor,Unknown,5,Satisfactory,17.3791846,78.4785059,Telangana
Vodafone,Outdoor,Unknown,5,Satisfactory,17.3848921,78.47669899,Telangana
Airtel,Indoor,3G,2,Poor Voice Quality,28.7157506,77.6787613,Uttar Pradesh
Airtel,Indoor,4G,4,Satisfactory,28.5083244,77.0832678,Haryana
RJio,Indoor,4G,4,Satisfactory,25.1513119,73.12508382,Rajasthan
RJio,Indoor,4G,5,Satisfactory,20.2963132,85.8425592,Odisha
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,25.15130221,73.12507038,Rajasthan
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,1,Call Dropped,-1,-1,NA
BSNL,Indoor,3G,1,Call Dropped,-1,-1,NA
Idea,Indoor,Unknown,4,Satisfactory,12.93056346,77.58640805,Karnataka
RJio,Indoor,4G,4,Satisfactory,25.15129186,73.12508799,Rajasthan
RJio,Indoor,4G,5,Satisfactory,28.5326425,77.2172466,NCT
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
Idea,Indoor,2G,2,Poor Voice Quality,23.25750683,77.39759417,Madhya Pradesh
BSNL,Outdoor,3G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,3,Poor Voice Quality,-1,-1,NA
RJio,Travelling,4G,3,Satisfactory,23.58434117,87.28150175,West Bengal
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,4,Satisfactory,-1,-1,NA
Idea,Indoor,4G,4,Satisfactory,19.15245151,72.99293923,Maharashtra
RJio,Travelling,4G,5,Satisfactory,17.0577772,74.2694028,Maharashtra
Vodafone,Indoor,4G,5,Satisfactory,19.20666523,73.0027074,Maharashtra
RJio,Travelling,4G,4,Satisfactory,19.0655773,72.8798173,Maharashtra
Airtel,Travelling,3G,4,Satisfactory,17.30176445,78.54471472,Telangana
RJio,Indoor,4G,4,Satisfactory,26.2246821,75.8496767,Rajasthan
RJio,Indoor,4G,4,Satisfactory,12.9911023,77.5494778,Karnataka
BSNL,Outdoor,Unknown,3,Poor Voice Quality,12.927735,77.575602,Karnataka
Airtel,Outdoor,3G,3,Poor Voice Quality,13.13202852,77.49221427,Karnataka
Airtel,Indoor,3G,1,Call Dropped,28.1484673,77.3372881,Haryana
RJio,Outdoor,4G,5,Satisfactory,28.63747176,77.17389768,NCT
Vodafone,Indoor,4G,5,Satisfactory,19.20719207,73.00175129,Maharashtra
Idea,Indoor,Unknown,3,Satisfactory,12.93056346,77.58640805,Karnataka
RJio,Travelling,4G,3,Satisfactory,19.084812,72.9068196,Maharashtra
Vodafone,Travelling,3G,1,Poor Voice Quality,28.66254469,77.14420002,NCT
RJio,Indoor,4G,4,Satisfactory,25.15128793,73.1250353,Rajasthan
BSNL,Indoor,Unknown,2,Call Dropped,26.8347209,80.9322226,Uttar Pradesh
Vodafone,Indoor,4G,5,Satisfactory,28.5356966,77.3439329,Uttar Pradesh
Airtel,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,3,Call Dropped,15.4957558,80.0516363,Andhra Pradesh
Airtel,Indoor,Unknown,5,Satisfactory,28.6456963,77.1630438,NCT
RJio,Indoor,4G,5,Satisfactory,14.35479872,78.46059773,Andhra Pradesh
RJio,Indoor,4G,5,Satisfactory,14.365493,78.45666923,Andhra Pradesh
Idea,Indoor,Unknown,3,Satisfactory,12.93066761,77.58653743,Karnataka
Vodafone,Indoor,4G,5,Satisfactory,19.20705587,73.00196664,Maharashtra
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
Vodafone,Indoor,3G,1,Call Dropped,28.4621579,77.0559066,Haryana
RJio,Travelling,4G,4,Satisfactory,21.93186345,86.74632474,Odisha
RJio,Travelling,4G,4,Satisfactory,21.93186345,86.74632474,Odisha
RJio,Travelling,4G,4,Satisfactory,21.93186345,86.74632474,Odisha
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,5,Satisfactory,21.143005,79.08399167,Maharashtra
RJio,Indoor,4G,5,Satisfactory,17.4240197,78.3476275,Telangana
BSNL,Travelling,3G,3,Satisfactory,13.42687072,75.25704151,Karnataka
BSNL,Travelling,3G,3,Satisfactory,13.42687072,75.25704151,Karnataka
BSNL,Travelling,3G,3,Satisfactory,13.20866922,75.27549457,Karnataka
BSNL,Indoor,3G,3,Satisfactory,12.90276321,74.83529901,Karnataka
BSNL,Indoor,3G,3,Satisfactory,12.88790281,74.85863781,Karnataka
BSNL,Indoor,3G,3,Satisfactory,12.9119872,74.83191016,Karnataka
Airtel,Indoor,3G,2,Poor Voice Quality,28.6361347,77.0278399,NCT
Airtel,Indoor,3G,1,Poor Voice Quality,28.58817333,77.194415,NCT
Airtel,Indoor,3G,1,Poor Voice Quality,28.58817333,77.194415,NCT
Airtel,Indoor,3G,4,Satisfactory,19.1695802,72.86121084,Maharashtra
Airtel,Indoor,3G,2,Poor Voice Quality,28.6361347,77.0278399,NCT
RJio,Travelling,4G,2,Poor Voice Quality,26.400935,87.2650972,Bihar
RJio,Indoor,4G,5,Satisfactory,17.3791846,78.4785059,Telangana
Vodafone,Travelling,4G,5,Satisfactory,13.112114,79.95606714,Tamil Nadu
Airtel,Indoor,4G,4,Satisfactory,28.5083453,77.0832805,Haryana
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
Airtel,Indoor,3G,1,Call Dropped,19.1695802,72.86121084,Maharashtra
BSNL,Indoor,Unknown,2,Poor Voice Quality,26.834804,80.9324597,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,10.9643906,79.3683696,Tamil Nadu
RJio,Indoor,4G,4,Satisfactory,10.9643906,79.3683696,Tamil Nadu
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
Vodafone,Indoor,2G,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,12.9281281,77.6376506,Karnataka
RJio,Indoor,4G,1,Call Dropped,22.6984173,75.9235429,Madhya Pradesh
RJio,Outdoor,4G,4,Satisfactory,28.5272531,77.4011609,Uttar Pradesh
RJio,Outdoor,4G,4,Satisfactory,28.5289253,77.400025,Uttar Pradesh
RJio,Outdoor,4G,4,Satisfactory,28.5284637,77.4000721,Uttar Pradesh
RJio,Outdoor,4G,4,Satisfactory,28.5271858,77.4004435,Uttar Pradesh
RJio,Indoor,4G,5,Satisfactory,12.9282027,77.6375238,Karnataka
Idea,Indoor,4G,5,Satisfactory,26.8852109,75.8097556,Rajasthan
BSNL,Indoor,Unknown,5,Satisfactory,23.203385,80.0058077,Madhya Pradesh
Idea,Indoor,Unknown,3,Satisfactory,12.93070218,77.58663593,Karnataka
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
BSNL,Indoor,Unknown,2,Poor Voice Quality,26.83585961,80.9379101,Uttar Pradesh
Airtel,Indoor,4G,1,Poor Voice Quality,28.58817333,77.194415,NCT
Airtel,Outdoor,3G,5,Satisfactory,21.26990062,81.69433977,Chhattisgarh
RJio,Outdoor,4G,1,Poor Voice Quality,29.7133443,73.5421942,Rajasthan
RJio,Indoor,4G,1,Call Dropped,-1,-1,NA
RJio,Travelling,4G,1,Poor Voice Quality,20.8437599,85.11216828,Odisha
RJio,Indoor,4G,2,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
BSNL,Indoor,Unknown,3,Satisfactory,-1,-1,NA
BSNL,Indoor,Unknown,3,Satisfactory,-1,-1,NA
BSNL,Indoor,Unknown,3,Satisfactory,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,5,Satisfactory,28.63747176,77.17389768,NCT
BSNL,Indoor,2G,2,Poor Voice Quality,19.19746094,72.79766011,Maharashtra
RJio,Outdoor,4G,3,Satisfactory,-1,-1,NA
Vodafone,Outdoor,3G,4,Satisfactory,19.05686347,73.0027292,Maharashtra
Airtel,Indoor,4G,3,Poor Voice Quality,31.33595244,75.60969543,Punjab
Tata,Indoor,Unknown,4,Satisfactory,-1,-1,NA
Airtel,Indoor,Unknown,1,Poor Voice Quality,22.7108554,88.4789927,West Bengal
RJio,Outdoor,Unknown,4,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,4,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,4,Satisfactory,-1,-1,NA
BSNL,Indoor,2G,1,Poor Voice Quality,26.9184732,75.732219,Rajasthan
RJio,Indoor,4G,5,Satisfactory,14.40579689,78.52434301,Andhra Pradesh
BSNL,Outdoor,4G,4,Satisfactory,10.49044026,76.96574675,Tamil Nadu
Airtel,Outdoor,4G,5,Satisfactory,21.26990062,81.69433977,Chhattisgarh
Airtel,Indoor,3G,4,Satisfactory,28.5083331,77.083249,Haryana
RJio,Travelling,4G,4,Satisfactory,19.0619773,72.9135185,Maharashtra
Airtel,Indoor,Unknown,2,Poor Voice Quality,28.521446,77.08205245,Haryana
RJio,Indoor,4G,1,Poor Voice Quality,28.52077939,77.08103748,Haryana
RJio,Indoor,4G,2,Poor Voice Quality,28.52077939,77.08103748,Haryana
RJio,Indoor,4G,1,Poor Voice Quality,28.52077939,77.08103748,Haryana
RJio,Indoor,4G,2,Poor Voice Quality,28.52077939,77.08103748,Haryana
RJio,Indoor,4G,1,Poor Voice Quality,28.52077939,77.08103748,Haryana
RJio,Indoor,4G,2,Poor Voice Quality,28.52077939,77.08103748,Haryana
RJio,Indoor,4G,2,Poor Voice Quality,28.52077939,77.08103748,Haryana
BSNL,Travelling,3G,3,Satisfactory,12.9119872,74.83191016,Karnataka
Idea,Travelling,4G,5,Satisfactory,17.0577772,74.2694028,Maharashtra
Airtel,Indoor,3G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,25.15130121,73.12507618,Rajasthan
Airtel,Indoor,4G,4,Satisfactory,28.5083523,77.0832938,Haryana
Airtel,Indoor,Unknown,5,Satisfactory,-1,-1,NA
